ID,Simplified,Traditional,Pinyin,POS,Level,WebNo,WebPinyin,OCR,Variants,CEDICT
L4-0884,引起,引起,yǐnqǐ,V,4,9704,yǐnqǐ,引起,,引起|引起[yin3 qi3]
L4-0885,应,應,yīng,V,4,9732,yīng,应,,應|应[ying1]
L4-0886,英勇,英勇,yīngyǒng,Adj,4,9740,yīngyǒng,英勇,,英勇|英勇[ying1 yong3]
L4-0887,营业,營業,yíngyè,V,4,9752,yíngyè,营业,,營業|营业[ying2 ye4]
L4-0888,赢得,贏得,yíngdé,V,4,9755,yíngdé,赢得,,贏得|赢得[ying2 de2]
L4-0889,影子,影子,yǐngzi,N,4,9763,yǐngzi,影子,,影子|影子[ying3 zi5]
L4-0890,勇敢,勇敢,yǒnggǎn,Adj,4,9787,yǒnggǎn,勇敢,,勇敢|勇敢[yong3 gan3]
L4-0891,勇气,勇氣,yǒngqì,N,4,9788,yǒngqì,勇气,,勇氣|勇气[yong3 qi4]
L4-0892,用途,用途,yòngtú,N,4,9807,yòngtú,用途,,用途|用途[yong4 tu2]
L4-0893,优良,優良,yōuliáng,Adj,4,9815,yōuliáng,优良,,優良|优良[you1 liang2]
L4-0894,优美,優美,yōuměi,Adj,4,9816,yōuměi,优美,,優美|优美[you1 mei3]
L4-0895,优秀,優秀,yōuxiù,Adj,4,9819,yōuxiù,优秀,,優秀|优秀[you1 xiu4]
L4-0896,邮局,郵局,yóujú,N,4,9841,yóujú,邮局,,郵局|邮局[you2 ju2]
L4-0897,有劲儿,有勁兒,yǒujìnr,,4,9875,yǒu∥jìnr,有劲儿,,
L4-0898,有趣,有趣,yǒuqù,Adj,4,9884,yǒuqù,有趣,,有趣|有趣[you3 qu4]
L4-0899,有限,有限,yǒuxiàn,Adj,4,9892,yǒuxiàn,有限,,有限|有限[you3 xian4]
L4-0900,幼儿园,幼兒園,yòu'éryuán,N,4,9909,yòu'éryuán,幼儿园,,幼兒園|幼儿园[you4 er2 yuan2]
L4-0901,于是,於是,yúshì,Conj,4,9916,yúshì,于是,,於是|于是[yu2 shi4]
L4-0902,语法,語法,yǔfǎ,N,4,9944,yǔfǎ,语法,,語法|语法[yu3 fa3]
L4-0903,语音,語音,yǔyīn,N,4,9947,yǔyīn,语音,,語音|语音[yu3 yin1]
L4-0904,玉,玉,yù,N,4,9948,yù,玉,,玉|玉[yu4]
L4-0905,玉米,玉米,yùmǐ,N,4,9949,yùmǐ,玉米,,玉米|玉米[yu4 mi3]
L4-0906,预测,預測,yùcè,V,4,9953,yùcè,预测,,預測|预测[yu4 ce4]
L4-0907,预订,預訂,yùdìng,V,4,9954,yùdìng,预订,,預訂|预订[yu4 ding4]
L4-0908,遇,遇,yù,V,4,9973,yù,遇,,遇|遇[yu4]
L4-0909,遇到,遇到,yùdào,,4,9974,yùdào,遇到,,遇到|遇到[yu4 dao4]
L4-0910,遇见,遇見,yùjiàn,V,4,9975,yùjiàn,遇见,,遇見|遇见[yu4 jian4]
L4-0911,原料,原料,yuánliào,N,4,10007,yuánliào,原料,,原料|原料[yuan2 liao4]
L4-0912,原则,原則,yuánzé,N,4,10013,yuánzé,原则,,原則|原则[yuan2 ze2]
L4-0913,圆,圓,yuán,Adj/N,4,10016,yuán,圆,,圓|圆[yuan2]
L4-0914,圆满,圓滿,yuánmǎn,Adj,4,10017,yuánmǎn,圆满,,圓滿|圆满[yuan2 man3]
L4-0915,约会,約會,yuēhuì,V/N,4,10050,yuē·huì,约会,,約會|约会[yue1 hui4]
L4-0916,月底,月底,yuèdǐ,N,4,10055,yuèdǐ,月底,,月底|月底[yue4 di3]
L4-0917,阅读,閱讀,yuèdú,V,4,10065,yuèdú,阅读,,閱讀|阅读[yue4 du2]
L4-0918,运动会,運動會,yùndònghuì,N,4,10082,yùndònghuì,运动会,,運動會|运动会[yun4 dong4 hui4]
L4-0919,运动员,運動員,yùndòngyuán,N,4,10083,yùndòngyuán,运动员,,運動員|运动员[yun4 dong4 yuan2]
L4-0920,运气,運氣,yùnqi,N,4,10085,yùnqi,运气,,運氣|运气[yun4 qi5]
L4-0921,运用,運用,yùnyòng,V,4,10090,yùnyòng,运用,,運用|运用[yun4 yong4]
L4-0922,再三,再三,zàisān,Adv,4,10115,zàisān,再三,,再三|再三[zai4 san1]
L4-0923,在乎,在乎,zàihu,V,4,10122,zàihu,在乎,,在乎|在乎[zai4 hu5]
L4-0924,在于,在於,zàiyú,V,4,10127,zàiyú,在于,,在於|在于[zai4 yu2]
L4-0925,赞成,贊成,zànchéng,V,4,10137,zànchéng,赞成,,贊成|赞成[zan4 cheng2]
L4-0926,赞赏,讚賞,zànshǎng,V,4,10139,zànshǎng,赞赏,,讚賞|赞赏[zan4 shang3]
L4-0927,赞助,贊助,zànzhù,V,4,10145,zànzhù,赞助,,贊助|赞助[zan4 zhu4]
L4-0928,造型,造型,zàoxíng,N,4,10174,zàoxíng,造型,,造型|造型[zao4 xing2]
L4-0929,战斗,戰鬥,zhàndòu,V/N,4,10239,zhàndòu,战斗,,戰鬥|战斗[zhan4 dou4]
L4-0930,战胜,戰勝,zhànshèng,V,4,10241,zhànshèng,战胜,,戰勝|战胜[zhan4 sheng4]
L4-0931,战士,戰士,zhànshì,N,4,10242,zhànshì,战士,,戰士|战士[zhan4 shi4]
L4-0932,战争,戰爭,zhànzhēng,N,4,10245,zhànzhēng,战争,,戰爭|战争[zhan4 zheng1]
L4-0933,丈夫,丈夫,zhàngfu,N,4,10268,zhàngfu,丈夫,,丈夫|丈夫[zhang4 fu5]
L4-0934,招呼,招呼,zhāohu,V,4,10282,zhāohu,招呼,,招呼|招呼[zhao1 hu5]
L4-0935,着,著,zháo,V,4,10294,zháo,着,,著|着[zhao2]
L4-0936,着火,著火,zháohuǒ,,4,10295,zháo∥huǒ,着火,,著火|着火[zhao2 huo3]
L4-0937,着急,著急,zháojí,,4,10296,zháo∥jí,着急,,著急|着急[zhao2 ji2]
L4-0938,召开,召開,zhàokāi,V,4,10303,zhàokāi,召开,,召開|召开[zhao4 kai1]
L4-0939,折,折,zhé,V,4,10321,zhé,折,,折|折[zhe2]
L4-0940,针,針,zhēn,N,4,10341,zhēn,针,,針|针[zhen1]
L4-0941,针对,針對,zhēnduì,V,4,10342,zhēnduì,针对,,針對|针对[zhen1 dui4]
L4-0942,阵,陣,zhèn,M,4,10368,zhèn,阵,,陣|阵[zhen4]
L4-0943,争论,爭論,zhēnglùn,V,4,10387,zhēnglùn,争论,,爭論|争论[zheng1 lun4]
L4-0944,征服,征服,zhēngfú,V,4,10394,zhēngfú,征服,,征服|征服[zheng1 fu2]
L4-0945,征求,徵求,zhēngqiú,V,4,10396,zhēngqiú,征求,,徵求|征求[zheng1 qiu2]
L4-0946,政府,政府,zhèngfǔ,N,4,10445,zhèngfǔ,政府,,政府|政府[zheng4 fu3]
L4-0947,政治,政治,zhèngzhì,N,4,10447,zhèngzhì,政治,,政治|政治[zheng4 zhi4]
L4-0948,之后,之後,zhīhòu,N,4,10451,zhīhòu,之后,,之後|之后[zhi1 hou4]
L4-0949,之间,之間,zhījiān,N,4,10452,zhījiān,之间,,之間|之间[zhi1 jian1]
L4-0950,之前,之前,zhīqián,N,4,10455,zhīqián,之前,,之前|之前[zhi1 qian2]
L4-0951,之一,之一,zhīyī,N,4,10459,zhīyī,之一,,之一|之一[zhi1 yi1]
L4-0952,支,支,zhī,V,4,10462,zhī,支（动）,,支|支[zhi1]
L4-0953,植物,植物,zhíwù,N,4,10517,zhíwù,植物,,植物|植物[zhi2 wu4]
L4-0954,指挥,指揮,zhǐhuī,V/N,4,10541,zhǐhuī,指挥,,指揮|指挥[zhi3 hui1]
L4-0955,制订,制訂,zhìdìng,V,4,10568,zhìdìng,制订,,制訂|制订[zhi4 ding4]
L4-0956,质量,質量,zhìliàng,N,4,10578,zhìliàng,质量,,質量|质量[zhi4 liang4]
L4-0957,治,治,zhì,V,4,10582,zhì,治,,治|治[zhi4]
L4-0958,治疗,治療,zhìliáo,V,4,10586,zhìliáo,治疗,,治療|治疗[zhi4 liao2]
L4-0959,智力,智力,zhìlì,N,4,10599,zhìlì,智力,,智力|智力[zhi4 li4]
L4-0960,智能,智能,zhìnéng,N,4,10600,zhìnéng,智能,,智能|智能[zhi4 neng2]
L4-0961,中介,中介,zhōngjiè,N,4,10616,zhōngjiè,中介,,中介|中介[zhong1 jie4]
L4-0962,种类,種類,zhǒnglèi,N,4,10655,zhǒnglèi,种类,,種類|种类[zhong3 lei4]
L4-0963,中奖,中獎,zhòngjiǎng,,4,10660,zhòng∥jiǎng,中奖,,中獎|中奖[zhong4 jiang3]
L4-0964,种,種,zhòng,V,4,10666,zhòng,种,,種|种[zhong4]
L4-0965,种植,種植,zhòngzhí,V,4,10667,zhòngzhí,种植,,種植|种植[zhong4 zhi2]
L4-0966,重量,重量,zhòngliàng,N,4,10672,zhòngliàng,重量,,重量|重量[zhong4 liang4]
L4-0967,逐步,逐步,zhúbù,Adv,4,10703,zhúbù,逐步,,逐步|逐步[zhu2 bu4]
L4-0968,逐渐,逐漸,zhújiàn,Adv,4,10704,zhújiàn,逐渐,,逐漸|逐渐[zhu2 jian4]
L4-0969,主题,主題,zhǔtí,N,4,10724,zhǔtí,主题,,主題|主题[zhu3 ti2]
L4-0970,主席,主席,zhǔxí,N,4,10727,zhǔxí,主席,,主席|主席[zhu3 xi2]
L4-0971,祝福,祝福,zhùfú,V,4,10762,zhùfú,祝福,,祝福|祝福[zhu4 fu2]
L4-0972,著名,著名,zhùmíng,Adj,4,10765,zhùmíng,著名,,著名|著名[zhu4 ming2]
L4-0973,著作,著作,zhùzuò,N,4,10766,zhùzuò,著作,,著作|著作[zhu4 zuo4]
L4-0974,抓紧,抓緊,zhuājǐn,,4,10770,zhuā∥jǐn,抓紧,,抓緊|抓紧[zhua1 jin3]
L4-0975,专心,專心,zhuānxīn,Adj,4,10785,zhuānxīn,专心,,專心|专心[zhuan1 xin1]
L4-0976,转动,轉動,zhuǎndòng,V,4,10797,zhuǎndòng,转动,,轉動|转动[zhuan3 dong4]
L4-0977,转告,轉告,zhuǎngào,V,4,10798,zhuǎngào,转告,,轉告|转告[zhuan3 gao4]
L4-0978,转身,轉身,zhuǎnshēn,,4,10804,zhuǎn∥shēn,转身,,轉身|转身[zhuan3 shen1]
L4-0979,转弯,轉彎,zhuǎnwān,,4,10805,zhuǎn∥wān,转弯,,轉彎|转弯[zhuan3 wan1]
L4-0980,转移,轉移,zhuǎnyí,V,4,10810,zhuǎnyí,转移,,轉移|转移[zhuan3 yi2]
L4-0981,装修,裝修,zhuāngxiū,V,4,10830,zhuāngxiū,装修,,裝修|装修[zhuang1 xiu1]
L4-0982,装置,裝置,zhuāngzhì,V/N,4,10831,zhuāngzhì,装置,,裝置|装置[zhuang1 zhi4]
L4-0983,追求,追求,zhuīqiú,V,4,10848,zhuīqiú,追求,,追求|追求[zhui1 qiu2]
L4-0984,准时,準時,zhǔnshí,Adj,4,10859,zhǔnshí,准时,,準時|准时[zhun3 shi2]
L4-0985,资料,資料,zīliào,N,4,10887,zīliào,资料,,資料|资料[zi1 liao4]
L4-0986,资源,資源,zīyuán,N,4,10890,zīyuán,资源,,資源|资源[zi1 yuan2]
L4-0987,自,自,zì,Prep,4,10900,zì,自,,自|自[zi4]
L4-0988,自信,自信,zìxìn,V,4,10928,zìxìn,自信,,自信|自信[zi4 xin4]
L4-0989,字母,字母,zìmǔ,N,4,10947,zìmǔ,字母,,字母|字母[zi4 mu3]
L4-0990,综合,綜合,zōnghé,V,4,10955,zōnghé,综合,,綜合|综合[zong1 he2]
L4-0991,总共,總共,zǒnggòng,Adv,4,10963,zǒnggòng,总共,,總共|总共[zong3 gong4]
L4-0992,总理,總理,zǒnglǐ,N,4,10968,zǒnglǐ,总理,,總理|总理[zong3 li3]
L4-0993,总统,總統,zǒngtǒng,N,4,10974,zǒngtǒng,总统,,總統|总统[zong3 tong3]
L4-0994,总之,總之,zǒngzhī,Conj,4,10975,zǒngzhī,总之,,總之|总之[zong3 zhi1]
L4-0995,阻止,阻止,zǔzhǐ,V,4,11013,zǔzhǐ,阻止,,阻止|阻止[zu3 zhi3]
L4-0996,嘴巴,嘴巴,zuǐba,N,4,11033,zuǐba,嘴巴,,嘴巴|嘴巴[zui3 ba5]
L4-0997,最初,最初,zuìchū,N,4,11036,zuìchū,最初,,最初|最初[zui4 chu1]
L4-0998,作出,作出,zuòchū,,4,11063,zuòchū,作出,,作出|作出[zuo4 chu1]
L4-0999,作为,作為,zuòwéi,Prep/V,4,11070,zuòwéi,作为,,作為|作为[zuo4 wei2]
L4-1000,做梦,做夢,zuòmèng,,4,11090,zuò∥mèng,做梦,,做夢|做梦[zuo4 meng4]
L5-0001,安慰,安慰,ānwèi,V/Adj,5,39,ānwèi,安慰,,安慰|安慰[an1 wei4]
L5-0002,岸,岸,àn,N,5,45,àn,岸,,岸|岸[an4]
L5-0003,岸上,岸上,àn shang,,5,46,àn shang,岸上,,岸上|岸上[an4 shang4]
L5-0004,按摩,按摩,ànmó,V,5,50,ànmó,按摩,,按摩|按摩[an4 mo2]
L5-0005,拔,拔,bá,V,5,74,bá,拔,,拔|拔[ba2]
L5-0006,白酒,白酒,báijiǔ,N,5,95,báijiǔ,白酒,,白酒|白酒[bai2 jiu3]
L5-0007,拜访,拜訪,bàifǎng,V,5,113,bàifǎng,拜访,,拜訪|拜访[bai4 fang3]
L5-0008,版,版,bǎn,N,5,131,bǎn,版,,版|版[ban3]
L5-0009,扮演,扮演,bànyǎn,V,5,155,bànyǎn,扮演,,扮演|扮演[ban4 yan3]
L5-0010,棒,棒,bàng,Adj,5,168,bàng,棒,,棒|棒[bang4]
L5-0011,包围,包圍,bāowéi,V,5,178,bāowéi,包围,,包圍|包围[bao1 wei2]
L5-0012,包装,包裝,bāozhuāng,V/N,5,180,bāozhuāng,包装,,包裝|包装[bao1 zhuang1]
L5-0013,保卫,保衛,bǎowèi,V,5,207,bǎowèi,保卫,,保衛|保卫[bao3 wei4]
L5-0014,保养,保養,bǎoyǎng,V,5,211,bǎoyǎng,保养,,保養|保养[bao3 yang3]
L5-0015,报答,報答,bàodá,V,5,222,bàodá,报答,,報答|报答[bao4 da2]
L5-0016,报警,報警,bàojǐng,,5,228,bào∥jǐng,报警,,報警|报警[bao4 jing3]
L5-0017,抱怨,抱怨,bàoyuàn,V,5,239,bào·yuàn,抱怨,,抱怨|抱怨[bao4 yuan4]
L5-0018,背包,背包,bēibāo,N,5,259,bēibāo,背包,,背包|背包[bei1 bao1]
L5-0019,悲剧,悲劇,bēijù,N,5,264,bēijù,悲剧,,悲劇|悲剧[bei1 ju4]
L5-0020,悲伤,悲傷,bēishāng,Adj,5,265,bēishāng,悲伤,,悲傷|悲伤[bei1 shang1]
L5-0021,北极,北極,běijí,N,5,272,běijí,北极,,北極|北极[bei3 ji2]
L5-0022,被动,被動,bèidòng,Adj,5,290,bèidòng,被动,,被動|被动[bei4 dong4]
L5-0023,辈,輩,bèi,N,5,294,bèi,辈,,輩|辈[bei4]
L5-0024,本人,本人,běnrén,Pron,5,308,běnrén,本人,,本人|本人[ben3 ren2]
L5-0025,鼻子,鼻子,bízi,N,5,331,bízi,鼻子,,鼻子|鼻子[bi2 zi5]
L5-0026,比方,比方,bǐfang,N/V,5,335,bǐfang,比方,,比方|比方[bi3 fang5]
L5-0027,比重,比重,bǐzhòng,N,5,345,bǐzhòng,比重,,比重|比重[bi3 zhong4]
L5-0028,彼此,彼此,bǐcǐ,Pron,5,346,bǐcǐ,彼此,,彼此|彼此[bi3 ci3]
L5-0029,必,必,bì,Adv,5,352,bì,必,,必|必[bi4]
L5-0030,必需,必需,bìxū,V,5,359,bìxū,必需,,必需|必需[bi4 xu1]
L5-0031,毕竟,畢竟,bìjìng,Adv,5,361,bìjìng,毕竟,,畢竟|毕竟[bi4 jing4]
L5-0032,闭幕,閉幕,bìmù,,5,365,bì∥mù,闭幕,,閉幕|闭幕[bi4 mu4]
L5-0033,闭幕式,閉幕式,bìmùshì,N,5,366,bìmùshì,闭幕式,,閉幕式|闭幕式[bi4 mu4 shi4]
L5-0034,边境,邊境,biānjìng,N,5,378,biānjìng,边境,,邊境|边境[bian1 jing4]
L5-0035,编辑,編輯,biānjí,V,5,383,biānjí,编辑,,編輯|编辑[bian1 ji2]
L5-0036,编辑,編輯,biānji,N,5,384,biānji,编辑,,編輯|编辑[bian1 ji2]
L5-0037,变动,變動,biàndòng,V,5,396,biàndòng,变动,,變動|变动[bian4 dong4]
L5-0038,便利,便利,biànlì,Adj/V,5,411,biànlì,便利,,便利|便利[bian4 li4]
L5-0039,便条,便條,biàntiáo,N,5,414,biàntiáo,便条,,便條|便条[bian4 tiao2]
L5-0040,便于,便於,biànyú,V,5,415,biànyú,便于,,便於|便于[bian4 yu2]
L5-0041,宾馆,賓館,bīnguǎn,N,5,466,bīnguǎn,宾馆,,賓館|宾馆[bin1 guan3]
L5-0042,饼,餅,bǐng,N,5,478,bǐng,饼,,餅|饼[bing3]
L5-0043,饼干,餅乾,bǐnggān,N,5,479,bǐnggān,饼干,,餅乾|饼干[bing3 gan1]
L5-0044,病毒,病毒,bìngdú,N,5,489,bìngdú,病毒,,病毒|病毒[bing4 du2]
L5-0045,玻璃,玻璃,bōli,N,5,504,bōli,玻璃,,玻璃|玻璃[bo1 li5]
L5-0046,博客,博客,bókè,N,5,515,bókè,博客,,博客|博客[bo2 ke4]
L5-0047,博览会,博覽會,bólǎnhuì,N,5,516,bólǎnhuì,博览会,,博覽會|博览会[bo2 lan3 hui4]
L5-0048,博士,博士,bóshì,N,5,517,bóshì,博士,,博士|博士[bo2 shi4]
L5-0049,博物馆,博物館,bówùguǎn,N,5,518,bówùguǎn,博物馆,,博物館|博物馆[bo2 wu4 guan3]
L5-0050,薄弱,薄弱,bóruò,Adj,5,520,bóruò,薄弱,,薄弱|薄弱[bo2 ruo4]
L5-0051,不顾,不顧,bùgù,V,5,530,búgù,不顾,,不顧|不顾[bu4 gu4]
L5-0052,不利,不利,bùlì,Adj,5,535,búlì,不利,,不利|不利[bu4 li4]
L5-0053,不耐烦,不耐煩,bù nàifán,,5,539,bú nàifán,不耐烦,,不耐煩|不耐烦[bu4 nai4 fan2]
L5-0054,不幸,不幸,bùxìng,Adj,5,547,búxìng,不幸,,不幸|不幸[bu4 xing4]
L5-0055,不易,不易,bùyì,Adj,5,552,búyì,不易,,不易|不易[bu4 yi4]
L5-0056,补偿,補償,bǔcháng,V,5,561,bǔcháng,补偿,,補償|补偿[bu3 chang2]
L5-0057,补贴,補貼,bǔtiē,V/N,5,567,bǔtiē,补贴,,補貼|补贴[bu3 tie1]
L5-0058,不曾,不曾,bùcéng,Adv,5,575,bùcéng,不曾,,不曾|不曾[bu4 ceng2]
L5-0059,不得了,不得了,bùdéliǎo,Adj,5,581,bùdéliǎo,不得了,,不得了|不得了[bu4 de2 liao3]
L5-0060,不敢当,不敢當,bùgǎndāng,V,5,586,bùgǎndāng,不敢当,,不敢當|不敢当[bu4 gan3 dang1]
L5-0061,不良,不良,bùliáng,Adj,5,603,bùliáng,不良,,不良|不良[bu4 liang2]
L5-0062,不免,不免,bùmiǎn,Adv,5,606,bùmiǎn,不免,,不免|不免[bu4 mian3]
L5-0063,不能不,不能不,bù néng bù,,5,608,bù néng bù,不能不,,不能不|不能不[bu4 neng2 bu4]
L5-0064,不时,不時,bùshí,Adv,5,616,bùshí,不时,,不時|不时[bu4 shi2]
L5-0065,不停,不停,bù tíng,,5,617,bù tíng,不停,,不停|不停[bu4 ting2]
L5-0066,不许,不許,bùxǔ,V,5,625,bùxǔ,不许,,不許|不许[bu4 xu3]
L5-0067,不止,不止,bùzhǐ,V,5,640,bùzhǐ,不止,,不止|不止[bu4 zhi3]
L5-0068,不足,不足,bùzú,Adj/V,5,642,bùzú,不足,,不足|不足[bu4 zu2]
L5-0069,部位,部位,bùwèi,N,5,658,bùwèi,部位,,部位|部位[bu4 wei4]
L5-0070,猜,猜,cāi,V,5,661,cāi,猜,,猜|猜[cai1]
L5-0071,猜测,猜測,cāicè,V,5,662,cāicè,猜测,,猜測|猜测[cai1 ce4]
L5-0072,裁判,裁判,cáipàn,V/N,5,680,cáipàn,裁判,,裁判|裁判[cai2 pan4]
L5-0073,采购,採購,cǎigòu,V/N,5,683,cǎigòu,采购,,採購|采购[cai3 gou4]
L5-0074,彩票,彩票,cǎipiào,N,5,691,cǎipiào,彩票,,彩票|彩票[cai3 piao4]
L5-0075,餐馆,餐館,cānguǎn,N,5,709,cānguǎn,餐馆,,餐館|餐馆[can1 guan3]
L5-0076,餐厅,餐廳,cāntīng,N,5,710,cāntīng,餐厅,,餐廳|餐厅[can1 ting1]
L5-0077,餐饮,餐飲,cānyǐn,N,5,711,cānyǐn,餐饮,,餐飲|餐饮[can1 yin3]
L5-0078,草原,草原,cǎoyuán,N,5,745,cǎoyuán,草原,,草原|草原[cao3 yuan2]
L5-0079,册,冊,cè,M,5,746,cè,册,,冊|册[ce4]
L5-0080,层次,層次,céngcì,N,5,761,céngcì,层次,,層次|层次[ceng2 ci4]
L5-0081,叉,叉,chā,V,5,766,chā,叉,,叉|叉[cha1]
L5-0082,叉子,叉子,chāzi,N,5,767,chāzi,叉子,,叉子|叉子[cha1 zi5]
L5-0083,差别,差別,chābié,N,5,768,chābié,差别,,差別|差别[cha1 bie2]
L5-0084,差距,差距,chājù,N,5,771,chājù,差距,,差距|差距[cha1 ju4]
L5-0085,插,插,chā,V,5,773,chā,插,,插|插[cha1]
L5-0086,查询,查詢,cháxún,V,5,786,cháxún,查询,,查詢|查询[cha2 xun2]
L5-0087,差（一）点儿,差（一）點兒,chà(yī)diǎnr,Adv,5,793,chà(yì)diǎnr,差（一）点儿,"[{""Simplified"": ""差点儿"", ""Pinyin"": ""chàdiǎnr"", ""POS"": ""Adv"", ""Traditional"": ""差點兒"", ""CEDICT"": ""差點兒|差点儿[cha4 dian3 r5]""}, {""Simplified"": ""差一点儿"", ""Pinyin"": ""chàyīdiǎnr"", ""POS"": ""Adv"", ""Traditional"": ""差一點兒"", ""CEDICT"": ""差一點兒|差一点儿[cha4 yi1 dian3 r5]""}]",差點兒|差点儿[cha4 dian3 r5]
L5-0088,拆,拆,chāi,V,5,794,chāi,拆,,拆|拆[chai1]
L5-0089,拆除,拆除,chāichú,V,5,795,chāichú,拆除,,拆除|拆除[chai1 chu2]
L5-0090,产业,產業,chǎnyè,N,5,808,chǎnyè,产业,,產業|产业[chan3 ye4]
L5-0091,长度,長度,chángdù,N,5,820,chángdù,长度,,長度|长度[chang2 du4]
L5-0092,长寿,長壽,chángshòu,Adj,5,827,chángshòu,长寿,,長壽|长寿[chang2 shou4]
L5-0093,肠,腸,cháng,N,5,833,cháng,肠,,腸|肠[chang2]
L5-0094,尝,嚐|嘗,cháng,V,5,834,cháng,尝,,嚐|尝[chang2]/嘗|尝[chang2]
L5-0095,尝试,嘗試,chángshì,V/N,5,835,chángshì,尝试,,嘗試|尝试[chang2 shi4]
L5-0096,厂长,廠長,chǎngzhǎng,N,5,852,chǎngzhǎng,厂长,,廠長|厂长[chang3 zhang3]
L5-0097,场面,場面,chǎngmiàn,N,5,858,chǎngmiàn,场面,,場面|场面[chang3 mian4]
L5-0098,倡导,倡導,chàngdǎo,V,5,864,chàngdǎo,倡导,,倡導|倡导[chang4 dao3]
L5-0099,超越,超越,chāoyuè,V,5,882,chāoyuè,超越,,超越|超越[chao1 yue4]
L5-0100,车主,車主,chēzhǔ,N,5,914,chēzhǔ,车主,,車主|车主[che1 zhu3]
L5-0101,称2,稱2,chēng,V,5,944,chēng,称²（动）,"[{""Simplified"": ""称"", ""Pinyin"": ""chēng"", ""POS"": ""V"", ""Traditional"": ""稱"", ""CEDICT"": ""稱|称[cheng1]""}]",稱|称[cheng1]
L5-0102,称号,稱號,chēnghào,N,5,945,chēnghào,称号,,稱號|称号[cheng1 hao4]
L5-0103,成本,成本,chéngběn,N,5,953,chéngběn,成本,,成本|成本[cheng2 ben3]
L5-0104,成交,成交,chéngjiāo,,5,960,chéng∥jiāo,成交,,成交|成交[cheng2 jiao1]
L5-0105,成效,成效,chéngxiào,N,5,973,chéngxiào,成效,,成效|成效[cheng2 xiao4]
L5-0106,成语,成語,chéngyǔ,N,5,975,chéngyǔ,成语,,成語|成语[cheng2 yu3]
L5-0107,承办,承辦,chéngbàn,V,5,985,chéngbàn,承办,,承辦|承办[cheng2 ban4]
L5-0108,城里,城裡,chénglǐ,N,5,993,chénglǐ,城里,,
L5-0109,乘,乘,chéng,V,5,999,chéng,乘,,乘|乘[cheng2]
L5-0110,乘车,乘車,chéng chē,,5,1000,chéng chē,乘车,,乘車|乘车[cheng2 che1]
L5-0111,乘客,乘客,chéngkè,N,5,1001,chéngkè,乘客,,乘客|乘客[cheng2 ke4]
L5-0112,乘坐,乘坐,chéngzuò,V,5,1003,chéngzuò,乘坐,,乘坐|乘坐[cheng2 zuo4]
L5-0113,吃力,吃力,chīlì,Adj,5,1021,chīlì,吃力,,吃力|吃力[chi1 li4]
L5-0114,池子,池子,chízi,N,5,1026,chízi,池子,,池子|池子[chi2 zi5]
L5-0115,迟,遲,chí,Adj,5,1028,chí,迟,,遲|迟[chi2]
L5-0116,冲动,衝動,chōngdòng,N/Adj,5,1048,chōngdòng,冲动,,衝動|冲动[chong1 dong4]
L5-0117,冲突,衝突,chōngtū,V/N,5,1051,chōngtū,冲突,,衝突|冲突[chong1 tu1]
L5-0118,充足,充足,chōngzú,Adj,5,1062,chōngzú,充足,,充足|充足[chong1 zu2]
L5-0119,愁,愁,chóu,V,5,1093,chóu,愁,,愁|愁[chou2]
L5-0120,丑,醜,chǒu,Adj,5,1102,chǒu,丑,,醜|丑[chou3]
L5-0121,臭,臭,chòu,Adj,5,1107,chòu,臭,,臭|臭[chou4]
L5-0122,出版,出版,chūbǎn,V,5,1109,chūbǎn,出版,,出版|出版[chu1 ban3]
L5-0123,出差,出差,chūchāi,,5,1111,chū∥chāi,出差,,出差|出差[chu1 chai1]
L5-0124,出汗,出汗,chūhàn,,5,1122,chū∥hàn,出汗,,出汗|出汗[chu1 han4]
L5-0125,出于,出於,chūyú,V,5,1160,chūyú,出于,,出於|出于[chu1 yu2]
L5-0126,初期,初期,chūqī,N,5,1175,chūqī,初期,,初期|初期[chu1 qi1]
L5-0127,除非,除非,chúfēi,Conj/Prep,5,1180,chúfēi,除非,,除非|除非[chu2 fei1]
L5-0128,除夕,除夕,chúxī,N,5,1184,chúxī,除夕,,除夕|除夕[Chu2 xi1]
L5-0129,厨房,廚房,chúfáng,N,5,1185,chúfáng,厨房,,廚房|厨房[chu2 fang2]
L5-0130,处罚,處罰,chǔfá,V/N,5,1187,chǔfá,处罚,,處罰|处罚[chu3 fa2]
L5-0131,处分,處分,chǔfèn,N/V,5,1189,chǔfèn,处分,,處分|处分[chu3 fen4]
L5-0132,处在,處在,chǔzài,V,5,1193,chǔzài,处在,,處在|处在[chu3 zai4]
L5-0133,传达,傳達,chuándá,V,5,1221,chuándá,传达,,傳達|传达[chuan2 da2]
L5-0134,传递,傳遞,chuándì,V,5,1222,chuándì,传递,,傳遞|传递[chuan2 di4]
L5-0135,传真,傳真,chuánzhēn,N/V,5,1235,chuánzhēn,传真,,傳真|传真[chuan2 zhen1]
L5-0136,窗帘,窗簾,chuānglián,N,5,1249,chuānglián,窗帘,,窗簾|窗帘[chuang1 lian2]
L5-0137,闯,闖,chuǎng,V,5,1254,chuǎng,闯,,闖|闯[chuang3]
L5-0138,创立,創立,chuànglì,V,5,1258,chuànglì,创立,,創立|创立[chuang4 li4]
L5-0139,辞典,辭典,cídiǎn,N,5,1293,cídiǎn,辞典,,辭典|辞典[ci2 dian3]
